iter	MultiClass
279	0.01831031036
280	0.01806516917
281	0.01801168391
282	0.01789803904
283	0.01776867979
284	0.01769031064
285	0.01761664098
286	0.0175699636
287	0.01748505891
288	0.01743280613
289	0.01736006927
290	0.01730311499
291	0.01725684851
292	0.01721760718
293	0.0171278839
294	0.01705207512
295	0.01700146226
296	0.01693127499
297	0.01689388109
298	0.01681064721
299	0.01674493449
300	0.01668429461
301	0.01664272205
302	0.01651726145
303	0.01643861577
304	0.01627828859
305	0.01616189594
306	0.01612070647
307	0.01606335579
308	0.01598107201
309	0.01590515635
310	0.01587002114
311	0.01578442474
312	0.01572112147
313	0.01562860601
314	0.01556455293
315	0.01548425833
316	0.01539025405
317	0.01526485481
318	0.01513216354
319	0.01500235493
320	0.01494365232
321	0.0148860427
322	0.01477346085
323	0.01472794807
324	0.01460328494
325	0.01457265817
326	0.01447304917
327	0.01442225875
328	0.01433077861
329	0.01429844579
330	0.01426112873
331	0.01421909497
332	0.01418634375
333	0.01412425078
334	0.01407120113
335	0.01394914178
336	0.01392082443
337	0.0138719153
338	0.01382304983
339	0.01375398348
340	0.01366451679
341	0.01362541275
342	0.0135195565
343	0.01341582044
344	0.01331596285
345	0.01326555306
346	0.01323337411
347	0.01319465223
348	0.01315205659
349	0.01310669747
350	0.01305839683
351	0.01301841894
352	0.01298937852
353	0.0129302258
354	0.01290150413
355	0.01280924518
356	0.0127898754
357	0.01270618169
358	0.01264250912
359	0.01259590961
360	0.01255221625
361	0.01252618685
362	0.01250573294
363	0.01244558028
364	0.01241136053
365	0.0123502475
366	0.01231956501
367	0.01227888327
368	0.01224813345
369	0.01215822229
370	0.01212596915
371	0.01210312319
372	0.01204754283
373	0.01195839838
374	0.01192301856
375	0.01188648172
376	0.01186273369
377	0.01183789851
378	0.01176681082
379	0.01174042145
380	0.01170999126
381	0.01168586716
382	0.01166751866
383	0.01163392082
384	0.01159559798
385	0.01157660082
386	0.01150294169
387	0.01146602372
388	0.01142873027
389	0.01140419525
390	0.01131991057
391	0.01128311324
392	0.01123402712
393	0.01119318878
394	0.01115879399
395	0.01114011523
396	0.01111119212
397	0.01107985608
398	0.01102634245
399	0.01098559789
400	0.01093943361
401	0.01089327442
402	0.01086962225
403	0.01084542091
404	0.01080959434
405	0.01077076531
406	0.01069707708
407	0.01067407522
408	0.01060309541
409	0.01058170901
410	0.01053163524
411	0.01047626713
412	0.01040782949
413	0.01038420144
414	0.01031878601
415	0.0102985955
416	0.01028501229
417	0.01025130245
418	0.01021037591
419	0.01017201669
420	0.01013900013
421	0.01008561294
422	0.01006885238
423	0.01001415639
424	0.009957729605
425	0.009927358712
426	0.009910892391
427	0.009858802747
428	0.009833175065
429	0.009805753832
430	0.009785425373
431	0.009762711079
432	0.009742683691
433	0.009698397662
434	0.009655599429
435	0.00961673769
436	0.009602883438
437	0.009571153175
438	0.009544965983
439	0.009513918695
440	0.00945622203
441	0.009427525193
442	0.009405185288
443	0.009386807267
444	0.009369483754
445	0.009332869159
446	0.009307151944
447	0.009259492077
448	0.00923700338
449	0.00918179245
450	0.009162755754
451	0.009144067689
452	0.009126894156
453	0.009100658242
454	0.00907712728
455	0.009064007649
456	0.009046717862
457	0.009016353657
458	0.008966120034
459	0.008915781278
460	0.008870029132
461	0.008854500176
462	0.008831306006
463	0.008812869174
464	0.008785754444
465	0.008767291536
466	0.008745355961
467	0.00872570038
468	0.008712710154
469	0.008670784199
470	0.00865609914
471	0.008632655602
472	0.008616913764
473	0.008598277106
474	0.008576831301
475	0.008560439108
476	0.008515137926
477	0.008482077162
478	0.008469221164
479	0.00843992332
480	0.00841490284
481	0.008395389908
482	0.008343158217
483	0.008320784088
484	0.008271058219
485	0.00822797851
486	0.008216378011
487	0.008201354906
488	0.008182187518
489	0.008161350669
490	0.008147582164
491	0.008129380912
492	0.008087257025
493	0.008066269661
494	0.008042205212
495	0.008027743861
496	0.00800332148
497	0.007987062015
498	0.007975541207
499	0.007943488037
500	0.007918341443
501	0.007907269612
502	0.007868844658
503	0.007840248013
504	0.007812894595
505	0.00777705505
506	0.007750575491
507	0.007705829566
508	0.007694322309
509	0.007682810463
510	0.0076675712
511	0.007648582803
512	0.007620342989
513	0.007602975988
514	0.007578956721
515	0.007566316823
516	0.007533318273
517	0.007521101737
518	0.00751158465
519	0.007497678137
520	0.007485327866
521	0.007462183361
522	0.007446516388
523	0.007428165341
524	0.007414593741
525	0.007396067975
526	0.007375531461
527	0.007366215263
528	0.007355121012
529	0.007342259648
530	0.007333425929
531	0.007304597129
532	0.007265319955
533	0.007255501759
534	0.007243413052
535	0.007210901663
536	0.007196969335
537	0.007180472079
538	0.007167408006
539	0.007158936858
540	0.007141224875
541	0.007112524509
542	0.007095022836
543	0.007081751891
544	0.007072552016
545	0.007043766695
546	0.007028016888
547	0.007019872916
548	0.007006879982
549	0.006999250022
550	0.006970938455
551	0.006945385644
552	0.006927327968
553	0.006909124369
554	0.00689402191
555	0.006867367261
556	0.006858934712
557	0.00684944889
558	0.006836767426
559	0.00681972879
560	0.006811576937
561	0.00680450602
562	0.006782955816
563	0.006774216483
564	0.006756941627
565	0.006749040507
566	0.006717831981
567	0.006689091472
568	0.006667530142
569	0.00665914617
570	0.006638800437
571	0.006619634021
572	0.006611049475
573	0.006598790442
574	0.006576311641
575	0.006563132414
576	0.006553156503
577	0.006545048609
578	0.006536761881
579	0.00652232883
580	0.006513908636
581	0.006501580323
582	0.006491644171
583	0.006481919338
584	0.006474935248
585	0.006458096734
586	0.006445068504
587	0.00643307615
588	0.006422690713
589	0.006413053867
590	0.006404823823
591	0.006396514822
592	0.006387290157
593	0.006365610595
594	0.006342360897
595	0.006329363561
596	0.006313937076
597	0.006303645295
598	0.006272996157
599	0.006260691414
600	0.006244359942
601	0.006236929223
602	0.00622513537
603	0.006210111136
604	0.006203081744
605	0.006193232942
606	0.006171549954
607	0.006166921344
608	0.00616067515
609	0.00614326226
610	0.006132172997
611	0.006113393818
612	0.006087859571
613	0.006082776169
614	0.006061504085
615	0.006053964641
616	0.0060447192
617	0.006039956759
618	0.006032623453
619	0.006020328922
620	0.006009704443
621	0.006002717236
622	0.005990923848
623	0.00597371866
624	0.005952780689
625	0.005937928555
626	0.005921927402
627	0.005901224253
628	0.005885083573
629	0.00586606874
630	0.005857119132
631	0.00583839509
632	0.005831742959
633	0.005817874053
634	0.005787831487
635	0.005779127864
636	0.005768853128
637	0.005762930066
638	0.005747042552
639	0.005735735265
640	0.005724430776
641	0.005703134091
642	0.005695293077
643	0.005688627924
644	0.005667356001
645	0.00565146857
646	0.005621354801
647	0.005612745606
648	0.00560425079
649	0.005595883088
650	0.005586229994
651	0.00556906868
652	0.005556169029
653	0.005551736326
654	0.005540871735
655	0.005528790067
656	0.00551236552
657	0.005500494627
658	0.00549187454
659	0.005461892102
660	0.005455379501
661	0.005438869601
662	0.005434169203
663	0.005425832181
664	0.005419786043
665	0.005414991174
666	0.005405761903
667	0.005389057399
668	0.005372199109
669	0.00536600352
670	0.005357159353
671	0.005345495085
672	0.005326006992
673	0.005319171831
674	0.005310151409
675	0.005294250519
676	0.005289393218
677	0.005280307706
678	0.005264524182
679	0.005259592827
680	0.00524010538
681	0.005231908995
682	0.005222993255
683	0.005218231025
684	0.005210059837
685	0.005206551268
686	0.005198621632
687	0.005182137613
688	0.005168515202
689	0.00515206447
690	0.005137551343
691	0.005133017194
692	0.005123457462
693	0.005107876502
694	0.005102771527
695	0.00509206518
696	0.005087974296
697	0.005080935654
698	0.005070909263
699	0.005064010184
700	0.005057634024
701	0.005052111554
702	0.005037853707
703	0.005032287691
704	0.005024448007
705	0.005018256702
706	0.005005721812
707	0.005000059747
708	0.004977973873
709	0.004972402938
710	0.004959644165
711	0.004953275506
712	0.004945291069
713	0.00493896048
714	0.004931613642
715	0.004925256622
716	0.004912924279
717	0.004901249351
718	0.004885257938
719	0.004875804614
720	0.004860060103
721	0.004854530826
722	0.004849149538
723	0.004834809274
724	0.004827827015
725	0.004813707338
726	0.004802623234
727	0.0047946044
728	0.004790689357
729	0.004781675758
730	0.004776888806
731	0.004772867119
732	0.004758914828
733	0.004744233229
734	0.004733429937
735	0.004722511716
736	0.004709248191
737	0.004697737177
738	0.004685123944
739	0.004681809887
740	0.004668999509
741	0.004651927585
742	0.004641920841
743	0.004632185446
744	0.004620345809
745	0.004615226352
746	0.004605650753
747	0.004595285149
748	0.004589043214
749	0.004584884422
750	0.004578828655
751	0.004573738107
752	0.004569123127
753	0.004566300943
754	0.004561049537
755	0.004556116557
756	0.004551628909
757	0.004547384063
758	0.00454425231
759	0.004530943509
760	0.00452559075
761	0.004516610303
762	0.004508960307
763	0.004503367282
764	0.004489177296
765	0.004482990967
766	0.004473310337
767	0.004462636567
768	0.004450893179
769	0.00444337814
770	0.004433806151
771	0.004429172199
772	0.004423690501
773	0.00442033587
774	0.004408535482
775	0.004403079013
776	0.004399758666
777	0.004390126579
778	0.004386018689
779	0.004373459725
780	0.004365465448
781	0.004360908959
782	0.004353262325
783	0.004345180142
784	0.004341485318
785	0.004337705974
786	0.004329304981
787	0.004321596915
788	0.004318354716
789	0.004314877327
790	0.004304529309
791	0.004293236988
792	0.004286773579
793	0.004281394183
794	0.004274881602
795	0.004267224049
796	0.004258505939
797	0.004245304245
798	0.004240903053
799	0.00423197757
800	0.004226120731
801	0.004215881054
802	0.004209968086
803	0.004204631392
804	0.004196074166
805	0.004186356925
806	0.004183253554
807	0.004174951283
808	0.004170366083
809	0.004165856763
810	0.004161708796
811	0.004154534498
812	0.004149491369
813	0.004144998417
814	0.004130046552
815	0.004123316571
816	0.004119645743
817	0.004114853317
818	0.004105347711
819	0.004100406168
820	0.004097434562
821	0.004092700681
822	0.004087963419
823	0.004076944198
824	0.004070952136
825	0.004066471114
826	0.00406234472
827	0.004056711406
828	0.004053815585
829	0.004049460643
830	0.004043327288
831	0.004038602254
832	0.004026496743
833	0.004012664089
834	0.004008931069
835	0.004006228882
836	0.004002037615
837	0.003999741911
838	0.003995713116
839	0.00398860378
840	0.00398394397
841	0.003981122439
842	0.003978729107
843	0.003970239267
844	0.003963137368
845	0.003956336083
846	0.003952071629
847	0.003947954664
848	0.003941076835
849	0.003935575302
850	0.003932183337
851	0.003925013597
852	0.003921654918
853	0.003917582524
854	0.003915423159
855	0.003910562297
856	0.003901909509
857	0.003894838893
858	0.003882950085
859	0.003878105034
860	0.003874508609
861	0.003870362746
862	0.003866596223
863	0.003857292204
864	0.00384851833
865	0.003845420548
866	0.003841803698
867	0.003835461649
868	0.003827114021
869	0.003819697428
870	0.003815451881
871	0.003807489597
872	0.003803179232
873	0.003800807743
874	0.003792677175
875	0.003788272818
876	0.003780598046
877	0.00377735334
878	0.003773142529
879	0.003768883033
880	0.003761706688
881	0.003753275998
882	0.003748844368
883	0.00374653868
884	0.003740861476
885	0.003737316591
886	0.003733421458
887	0.003731313942
888	0.003728578153
889	0.00372450583
890	0.003720853165
891	0.003715891636
892	0.00371145594
893	0.003707807712
894	0.003700014191
895	0.003698084202
896	0.003693018988
897	0.003686509883
898	0.00368451192
899	0.003674393099
900	0.00367184321
901	0.003667811762
902	0.003659039937
903	0.003653099352
904	0.003648439789
905	0.003644937387
906	0.003641808666
907	0.003636327038
908	0.003633052412
909	0.003627932269
910	0.003618089546
911	0.003614706573
912	0.003611980506
913	0.003608079126
914	0.003605002287
915	0.003598453467
916	0.003594134716
917	0.003587256478
918	0.003580071696
919	0.003571575049
920	0.003569820236
921	0.003565790421
922	0.003561438456
923	0.003558449169
924	0.00355422819
925	0.003551027326
926	0.00354377564
927	0.003541522831
928	0.003535849062
929	0.003532659706
930	0.003530107909
931	0.003527212852
932	0.003524835321
933	0.003522459967
934	0.003511925063
935	0.003508992233
936	0.003500149998
937	0.003496180594
938	0.003489161459
939	0.003484860015
940	0.003480972301
941	0.00347830322
942	0.003473790832
943	0.003470767168
944	0.003464883189
945	0.003461286742
946	0.003455680433
947	0.003450089744
948	0.003445959531
949	0.003438668232
950	0.003436015735
951	0.003430983041
952	0.003424833569
953	0.003420571689
954	0.003414191159
955	0.003410728186
956	0.003407715299
957	0.003400887284
958	0.003397011591
959	0.003395011736
960	0.003389360793
961	0.00338241251
962	0.003379254561
963	0.003372590249
964	0.003366090953
965	0.00336249082
966	0.003359151002
967	0.003350887264
968	0.003347124941
969	0.00334158167
970	0.003338448728
971	0.003336275972
972	0.003334117326
973	0.003327691781
974	0.003325555764
975	0.003318646897
976	0.003313872435
977	0.003310853534
978	0.003308426472
979	0.00330273241
980	0.003299152218
981	0.003295972827
982	0.003292618172
983	0.003286433036
984	0.00328000391
985	0.003275681465
986	0.003273508078
987	0.003270006415
988	0.003262898431
989	0.003260151639
990	0.003258268496
991	0.003255759768
992	0.003252297321
993	0.003250382263
994	0.003246367622
995	0.003243572399
996	0.003239923502
997	0.003234808548
998	0.003232557085
999	0.003230711515
